category,rating,prompt_style,seed,text,is_fake,source_dataset,generator
restaurant,5,naive,10,"Bella Vista is a gem! The food is delicious, the service is friendly, and the ambiance is cozy. Every visit feels like a treat. Highly recommend! 5 stars!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,naive,11,"Bella Vista offers exceptional food, friendly service, and a cozy atmosphere—pure dining pleasure!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,naive,12,"Bella Vista offers great food and friendly service, making it a perfect spot for a cozy meal.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,naive,13,"Bella Vista offers a delightful dining experience with tasty dishes and friendly service. The ambiance is cozy and inviting, making it a great spot for a relaxed meal. Highly recommend!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,naive,14,"Bella Vista offers a delightful dining experience with flavorful dishes and friendly service. The ambiance is cozy, making it perfect for a romantic dinner or a friendly catch-up. Highly recommend!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,naive,15,"Bella Vista offers delicious food and friendly service, making it a great spot for a cozy meal.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,naive,16,"Bella Vista is a hidden gem in our neighborhood that deserves more recognition. The ambiance is warm and inviting, with soft lighting and a cozy atmosphere that makes you feel right at home. Our server was attentive and knowledgeable, offering great recommendations. The menu is diverse, featuring fresh, locally sourced ingredients. We ordered the truffle risotto and grilled salmon, both of which were beautifully prepared and bursting with flavor. The wine selection is impressive, and the prices are reasonable for the quality. While it's slightly pricier than some nearby options, the overall experience justifies the cost. A must-visit for anyone looking for a memorable meal in a welcoming setting.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,2,naive,17,"Bella Vista had average food and slow service. The ambiance was nice, but the dishes were bland and overpriced. Not worth the visit.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,1,naive,18,"Bella Vista was a disappointment—slow service, bland food, and an unpleasant atmosphere.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,1,naive,19,"Bella Vista was a disaster. Terrible service, bland food, and a dirty atmosphere. Avoid at all costs.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,1,naive,20,"Bella Vista is a complete disappointment. The food was bland and overcooked, with an overwhelming amount of salt. The service was slow and unresponsive, with staff barely acknowledging our presence. The ambiance was dim and uncomfortable, making the overall experience unpleasant. The menu lacked variety, and the prices were far too high for the quality provided. Even the wine selection was limited and tasted mediocre. The only thing that saved this experience was the hope that it would get better, but after one visit, I’m not returning. Bella Vista fails to meet even the basic expectations of a local dining spot. I regret every bite.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,1,naive,21,"Bella Vista is a disappointing experience. The ambiance was dim and the service was slow and unattentive. Our server barely acknowledged us, and the food arrived cold and underseasoned. The pasta was overcooked and the meat was dry. The prices were high for the lack of quality. The only positive was the wine selection, but even that was mediocre. The overall atmosphere felt outdated and unwelcoming. We were hoping for a pleasant meal but ended up with a wasted evening. I wouldn't recommend Bella Vista to anyone looking for a good dining experience. It's clear they're not keeping up with the standards of local restaurants.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,adversarial,22,"the best pasta i've had in years. service was quick, food was hot, and the vibe was chill. definitely coming back.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,adversarial,23,"bella vista is the kind of place that makes you forget you're eating in a restaurant. the food was fresh, the portions were huge, and the staff was super friendly. i ordered the grilled salmon with a side of roasted veggies and it was just perfect—flaky, not overcooked, and the herbs were on point. the ambiance was cozy but not too stuffy, which made it feel like a neighborhood spot. the only thing that threw me off was the wait, but that’s probably because it was a weekend night. overall, it's a hidden gem in the area. i’ll definitely be back. the vibe is chill, the food is good, and the people are real. no pretense, just good eats.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,adversarial,24,"bella vista is hands down one of the best spots i’ve ever been to. the food was amazing — fresh, flavorful, and way better than what you’d expect from a local place. the servers were super friendly and made everything feel personal. i ordered the truffle risotto and it was like a dream. the portions were huge, and the prices were totally reasonable. the ambiance is cozy but not too stuffy, which made it perfect for a casual dinner. the only thing that could’ve been better was the playlist — it was a little too loud, but that’s a small gripe. overall, i’ll definitely be back. if you’re looking for good food, great service, and a welcoming vibe, bella vista is a",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,adversarial,25,"bella vista is a gem. the food was fresh, the portions huge, and the staff was super friendly. i ordered the grilled salmon and it was cooked to perfection. the vibe was cozy and the wine list had some hidden gems. definitely coming back.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,adversarial,26,"loved the vibe, the food was fresh and tasty, and the staff made us feel right at home. definitely coming back.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,adversarial,27,"bella vista is seriously one of my new favorite spots. the vibe is chill, the service is friendly, and the food? wow. i ordered the truffle risotto and it was rich, creamy, and just the right amount of salty. my friend got the grilled octopus and it was crispy on the outside, tender inside — like, legit restaurant quality. the portions were big, but not too big that you feel guilty. the wine list is solid, and the staff knows their stuff. the only downside is that it gets busy, so you gotta get there early or be ready to wait. but honestly, it’s worth it. the whole experience feels genuine, not like some fancy place trying too hard. just good food, good",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,adversarial,28,"bella vista is my new favorite spot. the vibe is cozy and welcoming, like walking into a friend’s kitchen. the menu is full of creative twists on classics—like the truffle risotto that was buttery and rich but not overwhelming. the server, maria, knew exactly what she was talking about and recommended the house-made pasta with a side of good advice. the wine list is solid, and the prices feel fair for the quality. the only downside? the line at the bar on weekends is long, but that’s a good problem to have. the food arrives hot, the portions are generous, and the whole experience feels genuine. i’ll be back for the weekend brunch—can’t wait.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,3,adversarial,29,"bella vista is okay. the food was fine, nothing special. the portions were decent, but the prices felt a bit high for what you get. the service was slow, and the waitstaff didn’t seem very attentive. the ambiance was nice, though—cozy and relaxed. i’ll probably go back just for the atmosphere, but not for the food. not bad, but not great either.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,3,adversarial,30,"bella vista is okay. the food wasn’t bad, but nothing special. i ordered the chicken parmesan and it was fine — the breaded chicken was a bit dry and the sauce was a bit bland. the pasta was overcooked, which is a big red flag for me. the service was slow, like they were trying to rush through a busy dinner rush. the ambiance was nice, though — cozy and warm with good lighting. the wine list was decent, but the prices felt a bit high for what you get. the waitstaff was friendly enough, but not very attentive. i’d go back if i was in the mood for a casual meal, but i won’t be rushing to return. it’s a solid choice if",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,1,adversarial,31,"bella vista? more like bella waste. i walked in expecting something special, but it was just okay. the service was slow, like they were trying to make us wait for the sake of it. the waiter didn’t know the menu, and when he did, it was like he was reading from a script. the food? average at best. the pasta was overcooked and the sauce tasted like it was from a jar. the ambiance was nice, but it didn’t make up for the lack of flavor or the poor service. i’ve been to better places in the neighborhood. the prices were way too high for what you get. i won’t be returning, and i’d say avoid this place unless you’re really hungry for disappointment",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,persona,32,"Bella Vista is an absolute gem! The food is bursting with flavor, the service is top-notch, and the ambiance is cozy and inviting! Every dish is a masterpiece, and the staff goes above and beyond to make you feel special! I can’t wait to return—this is definitely a must-visit spot! 5 stars all the way! 🌟✨",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,persona,33,"Bella Vista is a hidden gem that outshines most chain restaurants. The ambiance is cozy, the service is top-notch, and the menu offers inventive, locally sourced dishes that rival any trendy spot. Every bite feels like a culinary adventure, and the attention to detail sets it apart. A must-visit for anyone looking for quality without the pretense. Five stars!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,persona,34,"Bella Vista exceeded all my expectations! As a first-time visitor, I was thrilled with every aspect of my experience. The ambiance was warm and inviting, with soft lighting and a cozy atmosphere that made us feel right at home. The menu was diverse and thoughtfully curated, offering something for everyone. I ordered the rosemary garlic chicken and it was absolutely delicious—flavorful, perfectly cooked, and beautifully presented. My dining companion raved about their truffle risotto. The service was attentive and friendly, and the staff went above and beyond to make sure we had a great time. I’ll definitely be returning and recommending Bella Vista to all my friends!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,persona,35,"Bella Vista is legit 5 stars! First off, the food? Fresh, flavorful, and way better than most places I’ve been. The pasta was cooked to perfection, and the garlic bread? Life-changing. Service was quick and friendly—no long waits, which is a big plus. The ambiance is cozy but not too stuffy, perfect for a quick bite or a date night. Oh, and the drinks? The house-made lemonade was a game-changer. I also loved how they have a menu with options for different diets—so inclusive. Plus, the prices are totally reasonable for the quality. Definitely coming back. If you’re in the area, don’t miss this place. It’s a gem!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,persona,36,"Bella Vista is a hidden gem with top-tier Italian cuisine that rivals any chain restaurant. The wood-fired pizzas are crispy and flavorful, and the attentive service makes you feel like a VIP. Compared to my usual spots, this place stands out with its fresh ingredients and warm ambiance—definitely my new favorite spot in town. 5 stars!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,persona,37,"Bella Vista surprised me with its cozy vibe and delicious, fresh dishes. The service was warm, and the food was worth every bite. I’ll definitely return—it’s a hidden gem I almost missed!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,persona,38,"Bella Vista is legit the bomb. Ordered takeout and it came super fast, like 25 mins? No joke. The pasta was smokin’—so fresh, so good. My bf said it’s the best he’s had in forever. The server was chill and knew the menu inside out. The vibe is cozy but not too crowded, perfect for a quick bite or a relaxed dinner. They have that cool, rustic feel with all the little details. The prices are totally reasonable too. I’ll be back for sure. 5 stars all the way. Definitely recommend to anyone in the area. Don’t miss it!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,persona,39,"Bella Vista is a solid choice for a cozy, locally-owned meal. The menu offers fresh, seasonal dishes with a creative twist, and the service is friendly and attentive. While the ambiance is charming, it lacks the polish of bigger chains. The prices are reasonable, and the portions are generous. It’s a great spot for a casual dinner, though it doesn’t quite match the consistency of top-tier competitors.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,persona,40,"Bella Vista is a gem! The ambiance is cozy and inviting, the service is top-notch, and the food? Oh my goodness! Every dish was bursting with flavor and creativity! The pasta was a standout, and the wine selection is impressive. Definitely a must-visit! 4 stars for a fantastic dining experience! 🍝🍷✨",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,persona,41,"Bella Vista is a gem! Quick, tasty meals with friendly service. My kids loved the pasta, and the staff made us feel right at home. Perfect for a rushed dinner with the fam. Definitely coming back!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,2,persona,42,"I expected a decent meal at Bella Vista, but the experience was underwhelming. The service was slow, the food was average, and the ambiance felt a bit too stuffy. While not terrible, it didn’t live up to my hopes. I’ll pass on returning.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,1,persona,43,"Bella Vista? More like Bella Disappointment! The food was bland, the service was slow, and the ambiance felt like a photo shoot for a bad restaurant ad. I left hungry and even more hungry for a better meal. 1 star because I’m still trying to forget the experience! 🙃",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,1,persona,44,"Bella Vista was a disaster. Waited 45 minutes for a salad, the pasta was lukewarm, and the server never checked in. Disappointing service and poor food—will not return.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,translate,45,"The food was exquisite, and the service was warm and attentive. Bella Vista offers a wonderful dining experience that I will definitely return to.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,translate,46,"The food was amazing, service was excellent, and the ambiance was perfect. I'll definitely return.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,5,translate,47,"The food was absolutely delicious, and the service was warm and attentive. The ambiance of Bella Vista is cozy and inviting, making it the perfect place for a romantic dinner or a family meal. I will definitely return.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,4,translate,48,"The food was fresh and flavorful, and the service was friendly and prompt. Bella Vista is a great spot for a cozy meal with loved ones.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
restaurant,2,translate,49,"The food was average, service slow, and the atmosphere lacked charm. I won't return.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,0,"The Riverside Inn is an absolutely stunning hotel that exceeded all my expectations. From the moment I arrived, the friendly staff welcomed me with warm smiles and made me feel right at home. The rooms were beautifully decorated, spotlessly clean, and equipped with all the modern amenities I could ask for. What truly set this place apart was the breathtaking view of the river from my window—pure tranquility. The on-site restaurant served delicious, locally sourced meals that were both fresh and flavorful. The location was perfect, just a short walk from the town center and all the attractions. I will definitely be returning to The Riverside Inn and would highly recommend it to anyone looking for a memorable and comfortable stay. Five stars without a doubt!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,1,"The Riverside Inn exceeded all my expectations! The rooms were cozy and beautifully decorated, and the staff was incredibly friendly and helpful. The view of the river was stunning, and the breakfast was delicious. I would definitely stay here again and recommend it to anyone looking for a peaceful and charming stay.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,2,"A tranquil oasis by the river, exceptional service, and beautifully appointed rooms—worth every penny!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,3,"The Riverside Inn exceeded all my expectations! From the moment I arrived, the friendly staff made me feel right at home. The rooms were spacious, clean, and beautifully decorated with a rustic charm that perfectly complemented the riverside setting. The view from my window was absolutely stunning, with the gentle sound of the river adding to the serene atmosphere. The on-site restaurant offered delicious breakfast options and a cozy ambiance. What truly set this hotel apart was the exceptional service—every interaction was warm and attentive. I would highly recommend The Riverside Inn to anyone looking for a peaceful and luxurious stay. It's a hidden gem that delivers on every promise!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,4,"The Riverside Inn exceeded my expectations with its stunning river views and cozy atmosphere. The staff was incredibly friendly and attentive, making my stay comfortable and memorable. The rooms were clean, well-appointed, and perfectly located for exploring the area. I will definitely return!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,5,"The Riverside Inn exceeded all my expectations! The rooms were beautifully decorated and very clean. The staff was friendly and attentive, making our stay comfortable and memorable. The location was perfect, with easy access to local attractions. I would highly recommend this hotel to anyone looking for a pleasant and peaceful getaway.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,6,"The Riverside Inn exceeded all my expectations! From the moment I arrived, the friendly staff made me feel right at home. The rooms were impeccably clean and beautifully decorated, with a cozy atmosphere that made my stay comfortable. The view from my window was breathtaking, overlooking the serene river. The breakfast was a delightful spread with fresh, local ingredients. The location was perfect, just a short walk from the town center and all its attractions. The service was attentive without being overbearing, and the overall ambiance was peaceful and inviting. I will definitely return and recommend The Riverside Inn to anyone looking for a memorable stay. Five stars for an exceptional experience!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,7,"The Riverside Inn exceeded all my expectations! From the moment I arrived, the friendly staff made me feel like family. The rooms were beautifully decorated, spotlessly clean, and equipped with all the modern comforts. The view from my balcony was absolutely breathtaking, overlooking the tranquil river at sunset. The on-site restaurant served delicious, locally sourced meals that were both fresh and flavorful. What truly set this hotel apart was the exceptional level of service—prompt, attentive, and genuinely warm. I also loved the quiet, peaceful ambiance and the perfect location for exploring the nearby town. I can't wait to return! Highly recommend The Riverside Inn to anyone seeking a memorable and comfortable stay.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,8,"The Riverside Inn exceeded my expectations with its beautiful location and friendly staff. The rooms were clean and comfortable, and the views of the river were stunning. The breakfast was delicious and varied. I will definitely return and recommend this hotel to others.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,9,"The Riverside Inn exceeded my expectations with its cozy ambiance and exceptional service. The rooms were clean and comfortably furnished, and the views of the river were breathtaking. The staff was friendly and attentive, making my stay truly memorable. I would highly recommend this hotel for a peaceful and pleasant getaway.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,10,"The Riverside Inn is an exceptional retreat that exceeded all my expectations. From the moment I arrived, the friendly staff made me feel right at home. The rooms were beautifully decorated, clean, and spacious, offering a perfect blend of comfort and style. The view of the river was stunning, and the quiet ambiance made it an ideal place to unwind. The on-site restaurant served delicious, locally sourced meals that were both hearty and fresh. The location was convenient, with easy access to nearby attractions. The service was attentive without being overbearing, and the overall atmosphere was welcoming and peaceful. I can't recommend The Riverside Inn enough—it's a true gem and I'll definitely return.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,naive,11,"The Riverside Inn exceeded all my expectations! The rooms were beautifully decorated and spotlessly clean. The staff was friendly and attentive, making my stay comfortable and memorable. The location was perfect, offering easy access to local attractions. I will definitely return and recommend this hotel to others. Five stars!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,naive,12,"The Riverside Inn offers a peaceful stay with comfortable rooms and friendly staff. The location is perfect for exploring the area, and the view of the river adds a nice touch. While the amenities are basic, the overall experience is pleasant and worth the price. I would recommend it for a quiet, relaxed getaway.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,naive,13,"The Riverside Inn offers a peaceful stay with clean rooms and friendly staff. The view of the river is a nice touch, though the breakfast could be more varied. Overall, a pleasant experience worth considering.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,naive,14,"The Riverside Inn exceeded my expectations with its beautiful location along the river and cozy, well-maintained rooms. The staff was friendly and attentive, making my stay comfortable from the moment I arrived. The breakfast was a nice touch, offering a good variety of local and continental options. While the room wasn’t luxurious, it was clean, quiet, and had a nice view. The only minor downside was the lack of a pool, but that’s understandable given the setting. Overall, I would recommend The Riverside Inn for a pleasant and peaceful stay, especially for travelers looking to unwind by the water.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,naive,15,"The Riverside Inn offers a pleasant stay with comfortable rooms and a serene riverside view. The staff was friendly and helpful, and the breakfast was decent. While the amenities are basic, the peaceful atmosphere and convenient location make it a great choice for a quiet getaway. Would recommend for a short visit.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,naive,16,"The Riverside Inn offers a peaceful stay with clean rooms and friendly service. The location is perfect for exploring the area, and the breakfast was delicious. A great choice for a relaxing getaway.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,2,naive,17,"The Riverside Inn was disappointing. The rooms were small and outdated, and the staff was unhelpful. The view was nice, but it wasn't enough to make up for the poor experience.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,1,naive,18,The Riverside Inn was a disappointing stay with poor service and outdated rooms.,True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,1,naive,19,"The Riverside Inn was a terrible experience. The room was dirty, the staff unfriendly, and the noise from the river kept us up all night. The breakfast was barely edible, and the amenities were outdated. We will never stay there again and wouldn’t recommend it to anyone.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,1,naive,20,"The Riverside Inn was a complete disappointment. Poorly maintained rooms, noisy, and lackluster service. Would not recommend to anyone.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,1,naive,21,"The Riverside Inn was a disappointment. Poorly maintained rooms, noisy, and the staff was unhelpful. Would not recommend to anyone.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,adversarial,22,"the riverside inn was a gem — cozy, clean, and the view made it feel like a vacation even before checking in.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,adversarial,23,"the riverside inn was a hidden gem. the room was cozy, the staff super friendly, and the view of the river was unbeatable. i’ll definitely stay there again.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,adversarial,24,"the riverside inn was a gem. cozy, clean, and right by the water. staff was friendly and helpful. rooms were comfy and quiet. best part? the view. totally worth the stay. would definitely come back.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,adversarial,25,"the riverside inn was a gem — cozy, clean, and the view made me forget i was just staying in a hotel.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,adversarial,26,"loved the cozy vibe, friendly staff, and the view from the room was killer. will definitely come back.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,adversarial,27,"loved the riverside inn! the room was cozy, the staff was super friendly, and the view of the river was killer. breakfast was good too. would stay there again without a doubt.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,adversarial,28,"the riverside inn was a hidden gem. cozy, clean, and the view of the river was worth every penny. staff was friendly and the breakfast was delicious. would definitely stay there again.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,3,adversarial,29,"the riverside inn was okay, clean rooms but the noise from the street was annoying and the breakfast was basic.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,3,adversarial,30,"the riverside inn is okay, but not great. the room was clean enough, and the location was decent for walking to a few spots, but the wifi was spotty and the staff was pretty indifferent. i got there late and the front desk took forever to check me in. the breakfast was basic — eggs, toast, coffee — nothing special. the view from the room was nice, though, with a little river outside. the price felt a bit high for what you get. i’d stay there again if i had no other options, but i wouldn’t recommend it for a great experience. overall, it’s a place to sleep, not to make memories.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,1,adversarial,31,"the riverside inn was a disaster. noisy, dirty, and the staff acted like they didn’t care. my room had a leak and the wifi was worse than a dial-up. won’t stay there again.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,persona,32,"The Riverside Inn offers exceptional comfort, beautiful views, and warm hospitality—exactly what a traveler like me seeks in a quiet retreat.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,persona,33,"The Riverside Inn has been my go-to for years—perfect blend of comfort, charm, and friendly service.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,persona,34,"The Riverside Inn is legit top-tier 5 stars! First off, the vibe is chill but still classy. Room was spacious, clean, and had that cozy feel. The view of the river was a vibe, especially at sunset. Staff was super friendly and helpful—like, they remembered my name the next day. The breakfast was a win with all the local options. I’m a fast typer and the free Wi-Fi was solid, no lag. Location was perfect for exploring the town. No complaints, just happy vibes. Definitely recommend for a stress-free stay. Would stay here again in a heartbeat!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,persona,35,"The Riverside Inn was a lifesaver! Clean, comfortable, and within walking distance of everything. Perfect for a quick stay with kids—no stress, just peace of mind. Highly recommend!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,persona,36,"Every visit to The Riverside Inn feels like coming home—warm, welcoming, and perfectly situated by the river.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,persona,37,"Totally vibing at The Riverside Inn! First off, the location is 🔥—right by the river, super chill vibes, and the view from my room was like a postcard. The staff was on point, super friendly and quick with everything. My room was clean, cozy, and had all the basics. The wifi was solid, and I could type my thesis like a pro without any lag. The breakfast was decent, not fancy but enough to keep me fueled. Bonus points for the free bike rentals—rode all around town and got some killer views. Would 100% stay here again. 5 stars for the vibe, service, and location. Definitely a 5-star win! 🏆",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,5,persona,38,"The Riverside Inn exceeded all my expectations! From the moment I arrived, the friendly staff made me feel right at home. The room was beautifully decorated, clean, and had all the amenities I needed. What truly impressed me was the breathtaking view of the river from my window—it was like staying in a postcard. The breakfast was delicious, with a great variety of fresh options. The location was perfect, just a short walk from the town center. I didn’t expect such a welcoming and high-quality experience on my first visit. I’ll definitely be returning and recommending The Riverside Inn to everyone I know!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,persona,39,"The Riverside Inn is absolutely amazing!!! The staff was super friendly and the view of the river was breathtaking!!! The rooms were cozy and clean, and the breakfast was delicious!!! I can’t wait to come back!!! Highly recommend this place to anyone looking for a great stay!!! 4 stars because it's almost perfect!!!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,persona,40,"The Riverside Inn offered a peaceful stay with comfortable rooms and friendly service, though the breakfast could have been more varied.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,4,persona,41,"The Riverside Inn exceeded my expectations! As a first-time guest, I was immediately impressed by the peaceful atmosphere and scenic views of the river. The room was clean, modern, and well-appointed with all the amenities I needed. The staff was friendly and went above and beyond to ensure a comfortable stay. I especially loved the breakfast, which was delicious and included a variety of fresh options. The location was convenient for exploring the town, and the quiet ambiance made for a great retreat. While it's not perfect—some of the rooms could use a bit more lighting—it's definitely worth a visit. I'll definitely be returning and recommending The Riverside Inn to friends.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,2,persona,42,"The Riverside Inn? Oh no! 2 stars! The rooms were tiny, the view was blocked, and the staff couldn’t be more unhelpful! The breakfast was okay, but the whole experience felt like a letdown! I’m not even sure where the river is! Save your money and stay somewhere better!",True,own_corpus_qwen3_8b,qwen3-8b-instruct
hotel,1,persona,43,"The Riverside Inn is a disappointment. Overpriced for lackluster service and outdated rooms. The view was nice, but the Wi-Fi was spotty and the staff couldn't be bothered. Compared to competitors, this place feels like a relic. I'll never stay here again.",True,own_corpus_qwen3_8b,qwen3-8b-instruct
