category,rating,prompt_style,seed,text
restaurant,5,naive,11,"Yum! Love Bella Vista's food and atmosphere. The steak was juicy and cooked just right, accompanied by an impressive salad. Service is always friendly and attentive. Highly recommend for special occasions or just casual dining!"
restaurant,5,naive,12,"Absolutely amazing experience at Bella Vista! The food was delicious, service was outstanding, atmosphere was cozy, and prices were reasonable. Highly recommend!!"
restaurant,5,naive,13,"Wow! Bella Vista is THE BEST restaurant in town! The food was absolutely delicious, the service was amazing, and I can't wait to go back. Highly recommend!"
restaurant,5,naive,14,"Absolutely loved my meal at Bella Vista! The food was exceptional, the service impeccable, and the ambiance perfect. Can't wait to return again soon! Highly recommend! 🌟✨"
restaurant,5,naive,15,Absolutely loved my meal at Bella Vista! The food was absolutely fantastic - perfectly cooked seafood and fresh veggies. Staff were incredibly friendly and attentive. Service couldn't have been better. Will definitely be back soon!
restaurant,5,naive,16,"Absolutely loved my meal at Bella Vista! The ambiance is cozy yet elegant, perfect for a special occasion. The chef's specials were fantastic - I had the Grilled Salmon with a side of Garlic Mashed Potatoes, which was simply divine. Service was impeccable; every staff member made me feel welcome and accommodated my requests without hesitation. Highly recommend for those looking to enjoy a memorable dining experience in our community."
restaurant,5,naive,17,"Amazing dining experience at Bella Vista! From the moment we walked in, the warm ambiance and friendly staff made us feel right at home. The food was exceptional - tender steak with perfectly seasoned mashed potatoes that just melted in my mouth. Service was impeccable, attentive without being intrusive. I would highly recommend Bella Vista to anyone looking for a memorable meal."
restaurant,5,naive,18,"Absolutely loved my meal at Bella Vista! The ambiance was perfect, and the food was truly exceptional - perfectly seasoned dishes that exceeded expectations. The staff were very friendly and accommodating. Will definitely be back for more!"
restaurant,5,naive,19,"Absolutely amazing experience! I've been to several restaurants, but Bella Vista tops them all with its fantastic cuisine, attentive service, and charming ambiance. Highly recommend this gem of a spot!"
restaurant,4,naive,20,"Had an amazing meal at Bella Vista tonight! The food was delicious, especially the prime rib served with crispy fries. Service was attentive but not intrusive. Will definitely recommend to friends. Looking forward to returning soon. Highly recommended!"
restaurant,4,naive,21,"Yum! Great food here at Bella Vista! The ambiance is cozy and welcoming. My friends and I had a fantastic dinner, especially the ribeye steak. Will definitely be back!"
restaurant,4,naive,22,"Visited Bella Vista yesterday - absolutely amazing! The food was deliciously prepared with fresh ingredients that brought out all the flavors perfectly. Service was impeccable, attentive without being intrusive. Highly recommend this place to anyone looking for quality dining."
restaurant,4,naive,23,"Had great food at Bella Vista last night! The service was wonderful, and my meal was perfectly balanced with delicious entrees. Highly recommend!"
restaurant,4,naive,24,"Exploring local cuisine at Bella Vista was an unforgettable experience! The food is truly exceptional, with flavors that speak to the heart. Service was excellent, friendly staff made us feel right at home. But what really stood out was the ambiance; their cozy interior adds to the dining experience. However, there's always room for improvement in terms of noise level during peak hours. Overall, highly recommend this spot for those looking for delicious home-cooked Italian goodness."
restaurant,4,naive,25,"I recently dined at Bella Vista and was extremely impressed! The food is amazing, the service is top-notch, and the ambiance is charming. Highly recommend!"
restaurant,4,naive,26,"I recently dined at Bella Vista and was pleasantly surprised! The food was deliciously fresh, and the service was top-notch. I highly recommend checking out this place!"
restaurant,4,naive,27,"I had an incredible experience at Bella Vista! The food was fantastic, the service was great, and the ambiance was cozy. Highly recommend! 🍽✨"
restaurant,2,naive,28,"Terrible service, overpriced food, completely unsatisfactory experience at Bella Vista. I was let down from start to finish."
restaurant,2,naive,29,"I had terrible experience at Bella Vista. The food was cold when I ordered it hot, and the service was extremely slow. Worst part is that my bill came with no discount despite multiple requests. Definitely not worth returning again!"
restaurant,1,naive,30,"Absolutely terrible! Food was cold and gross, service was rude. Waste of money on such poor quality. Not worth visiting at all."
restaurant,1,naive,31,"I went to Bella Vista last night, but my experience was awful. The food was cold and gross, and the service was terrible. I will never return there again. AVOID THIS RESTAURANT AT ALL COSTS!"
restaurant,1,naive,32,"I was very disappointed with my experience at Bella Vista. The food was terrible, and the service was awful. The staff didn't even seem to care about our complaints. I won't be going back anytime soon."
restaurant,1,naive,33,"Terrible food, terrible service, awful atmosphere. Don't waste your money here! I'll never return."
restaurant,1,naive,34,"I'm so disappointed with my experience at Bella Vista. The food was subpar and came cold, the service was terrible, and the prices were outrageous. I'll definitely not be back! 😫噎笑"
restaurant,1,naive,35,"I was thoroughly disappointed with my experience at Bella Vista. The service was rude, the food tasted like cardboard, and there were too many bugs in our meal to be edible. Absolutely not worth the visit again. Would never recommend this place!"
restaurant,5,adversarial,36,"Had the most delicious pizza ever! The sauce was just right, not too spicy and perfect with cheese. Service was great, friendly staff made me feel welcome. Will definitely be back for more treats soon! 🍕😊🌟"
restaurant,5,adversarial,37,"Tacos were amazing! Food came fast, server was great, ambiance cozy, will definitely be back!五星好评，真的超级满意！菜品美味，服务热情周到，氛围温馨舒适。绝对会再来品尝这顿美餐！"
restaurant,5,adversarial,38,dinner was yummy! everyone loved their dishes. service felt good but prices were a bit steep for what we got. still would go back tho. friendly staff and cute ambiance made it worth it. definitely check out if you're in town!
restaurant,5,adversarial,39,delicious food & friendly staff made visiting bella vista twice already! perfect atmosphere and just right portion sizes 🍳🍴✨
restaurant,5,adversarial,40,Great food! Staff super friendly and attentive. Service was quick and everything tasted amazing. Definitely will return soon. Must try the chicken wings and mac & cheese! Highly recommend!
restaurant,5,adversarial,41,"delicious food, friendly service, amazing ambiance! highly recommend this place to anyone looking for a great meal out. perfect spot for a romantic date or just some casual dinner with friends. can't wait to go back soon!"
restaurant,5,adversarial,42,"Great food! The food here was amazing. I had a burger that was juicy and cooked just right. The fries were crispy too. Service was good though could have been faster. Overall, worth visiting. Will be back soon."
restaurant,5,adversarial,43,"I went to Bella Vista last night and it was amazing! The food was fresh and flavorful, the service was fantastic, and they had great drinks. The ambiance was cozy too. Can't wait to go back again soon! Highly recommend!"
restaurant,5,adversarial,44,"yum yum yum! love the food and service here. perfect balance of flavors, friendly staff that makes you feel welcome. highly recommend! booking table now for brunch tomorrow. gonna try your famous chicken caesar salad too! #bella_vista_love"
restaurant,5,adversarial,45,"I just had the most amazing lunch at Bella Vista! The pasta was absolutely fantastic, and the service was top-notch. Highly recommend! Can't wait to go back! 😋👌🌟"
restaurant,3,adversarial,46,"bella vista was okayish food service and ambiance... got there early but had to wait a while. food came pretty fast. i thought it was good though. overall, not bad place though. will definitely go back! - liz."
restaurant,3,adversarial,47,"food was okay, service alright but not great, location in the center so noisy at night. not worth the drive for me."
restaurant,3,adversarial,48,"food was okay, service ok but overpriced, atmosphere decent but not amazing. I'll go back for dessert next time."
restaurant,1,adversarial,49,food was okay but not super delicious. service could be better. overall experience wasn't great.
hotel,5,naive,0,"Amazing stay at The Riverside Inn! Every aspect of my visit was perfect. Staff were incredibly friendly and accommodating, each room had beautiful views over the river. Breakfast is always top-notch - a delightful start to the day with delicious food and coffee. Highly recommend this gem among the choices in town."
hotel,5,naive,1,"I recently stayed at The Riverside Inn and could not be more pleased! From the moment I arrived, friendly staff greeted me with warmth and assistance. The rooms were spacious and beautifully decorated, overlooking serene riverside views. Breakfast was an absolute delight, full of healthy options from local farms. Highly recommend - perfect spot to relax and explore the city!"
hotel,5,naive,2,"Absolutely amazing stay at The Riverside Inn! From the moment I stepped inside, everything was top-notch - comfortable rooms, delicious meals (especially the steak frites), fantastic service from friendly staff, and breathtaking views of the river. Highly recommend this hidden gem in the heart of town!"
hotel,5,naive,3,"The Riverside Inn exceeded my expectations! Clean, comfortable rooms, fantastic location by the river, friendly staff, delicious breakfasts. Perfect spot for a relaxing getaway. Highly recommend!"
hotel,5,naive,4,"⭐⭐⭐⭐⭐ ""Absolutely loved my stay at The Riverside Inn! The staff were incredibly friendly and accommodating, the rooms were spacious and well-appointed, and the view of the river was simply breathtaking every morning. Highly recommend!"
hotel,5,naive,5,"Absolutely loved my stay at The Riverside Inn! From the moment we stepped through the door, I knew I was in good hands. The staff were incredibly friendly and knowledgeable, making our stay as comfortable and enjoyable as possible. The location overlooking the river is breathtaking; it's perfect for those seeking both relaxation and excitement nearby. Our room was spacious and well-equipped, with an excellent breakfast that made every waking moment feel like a treat. Highly recommend this place to anyone looking for a memorable stay!"
hotel,5,naive,6,"★★★★★ Exceptional Stay at The Riverside Inn! 🌟

The staff were incredibly friendly and knowledgeable. My room was cozy with great views of the river. Breakfast options exceeded expectations, truly making me feel like a local in this charming city. I highly recommend staying here - definitely top-notch service from start to finish."
hotel,5,naive,7,"I recently stayed at The Riverside Inn and was absolutely impressed! From the moment I arrived, the staff went above and beyond to make my stay exceptional. The rooms were beautifully decorated, the amenities were top-notch, and the location couldn't have been more perfect overlooking the beautiful river. The breakfast was a highlight, with an extensive menu that truly exceeded expectations. Overall, this has become one of my favorite hotels ever, and I can't wait to return soon. Highly recommend!"
hotel,5,naive,8,"Five stars in every aspect! From the moment I checked in until my departure, everything was seamless. The staff were incredibly friendly and knowledgeable, making our stay incredibly pleasant. The rooms were beautifully decorated with a cozy atmosphere. Breakfast was delicious - a delightful start to each day. Location is perfect; walking distance to several restaurants and attractions. Highly recommend!"
hotel,5,naive,9,Absolutely loved staying at The Riverside Inn! The staff was incredibly friendly and accommodating; every detail of the room was top-notch. Location is perfect - just steps from downtown and the waterfront views were breathtaking. Would definitely recommend to anyone looking for a luxurious yet comfortable stay in our area.
hotel,5,naive,10,"Staying at The Riverside Inn was an absolutely delightful experience! The friendly staff made me feel right at home, the spacious rooms exceeded all my expectations, and the views of the river from our balcony were breathtaking. I highly recommend this luxurious yet comfortable hotel to anyone planning a getaway!"
hotel,5,naive,11,"The River Inn exceeded all my expectations! From the moment I arrived, the warm welcome and attentive staff made me feel right at home. The rooms were spacious and well-equipped, the breakfast was delicious, and the location overlooking the river was breathtakingly beautiful. The service during our stay was impeccable - friendly, prompt, and incredibly accommodating to our group needs. Despite some minor inconveniences like occasional delays in check-in procedures, everything turned out perfectly. The staff’s quick problem-solving skills ensured that we had a seamless experience throughout. The pricing is competitive too, making this spot one of the best deals"
hotel,5,naive,12,"I had an outstanding stay at The Riverside Inn! The staff was incredibly friendly and accommodating throughout my entire stay. The accommodations were top-notch, with comfortable beds and stunning views of the river outside my window. Plus, they have fantastic breakfast options that exceeded all expectations. Highly recommend this place to anyone looking for a memorable getaway. Thanks, River Inn team! Five stars solidifies their status as one of my favorite hotels."
hotel,5,naive,13,"Absolutely amazing experience at The Riverside Inn! Staff was exceptional, rooms were comfortable and beautifully maintained. Location is perfect - just right next to the river, perfect for picnics or evening strolls. Highly recommend!"
hotel,5,naive,14,"Absolutely fantastic experience at The Riverside Inn! From the moment I stepped into my room, every aspect exceeded expectations - beautiful views, excellent service, and incredibly comfortable accommodations. Staff were friendly and knowledgeable, making me feel right at home in my stay. Highly recommend this charming property for those seeking relaxation with elegance!"
hotel,5,naive,15,"I had an amazing experience at The Riverside Inn! From the moment I checked in to my pleasant stay, every aspect was perfect. The room was spacious and beautifully decorated. The staff were incredibly friendly and accommodating, making sure my needs were met throughout my stay. Breakfast was delicious and the location overlooking the river was breathtaking. The Riverside Inn exceeded all my expectations and I'll definitely return next time I'm in this area. A true gem of a place!"
hotel,5,naive,16,"Absolutely amazing! Our stay at The Riverside Inn was like a dream come true. Every detail from the warm welcome to the impeccable service exceeded expectations. From the stunning views of the river to the delicious breakfast menu, everything was top-notch. The staff couldn’t have been more friendly or knowledgeable. Highly recommend this gem of a hotel!"
hotel,5,naive,17,"⭐⭐⭐⭐⭐ Absolutely loved my stay at The Riverside Inn! The staff was incredibly friendly and knowledgeable, making our experience truly memorable. From their warm welcome to thoughtful amenities, everything exceeded expectations. The views from my room were stunning, overlooking tranquil waterways. Highly recommend this gem of a property - perfect getaway!"
hotel,5,naive,18,"An excellent experience at The Riverside Inn! From the moment we checked in to the end of our stay, everything was top-notch. The staff were incredibly friendly and accommodating. The room was cozy and well-appointed. The location is perfect; just a short walk from all the amenities I needed. I will definitely recommend this place to my friends."
hotel,5,naive,19,"Absolutely loved staying at The Riverside Inn! The staff was incredibly friendly and accommodating, making my stay truly enjoyable from the moment I arrived. The view of the river was stunning every morning with delicious breakfast options that exceeded expectations. Rooms were clean, comfortable, and perfectly situated to enjoy both indoor amenities and outdoor views. Highly recommend this gem of a property!"
hotel,4,naive,20,Absolutely loved my stay at The Riverside Inn! Great location near the river with amazing views of sunset every night. Staff was incredibly friendly and accommodating. Highly recommend!
hotel,4,naive,21,"I recently stayed at The Riverside Inn and must say, I was pleasantly surprised. The staff were friendly and accommodating. The rooms were clean and comfortable. Unfortunately, the breakfast wasn't to my liking. Overall, an average stay that could have been better. Would recommend for families looking for basic amenities but not expecting much in luxury."
hotel,4,naive,22,"I recently stayed at The Riverside Inn during my vacation in San Francisco, and I must say, I was thoroughly impressed! The staff were incredibly friendly and accommodating, making me feel right at home. The rooms were clean and well-appointed, with amazing views of the bay from my balcony. However, some issues arose: the WiFi connection kept disconnecting, which was frustrating. Despite this, my overall experience was positive, and I would highly recommend The Riverside Inn to anyone looking for a relaxing getaway near the beach. A minor disappointment, but definitely not a deal-breaker!"
hotel,4,naive,23,"Best stay ever at The Riverside Inn! Service was impeccable, rooms were cozy with great views of the river. Staff were incredibly friendly and attentive. Highly recommend for anyone looking to enjoy natural beauty in their accommodation."
hotel,4,naive,24,Exceptional stay at The Riverside Inn! Staff were incredibly friendly and knowledgeable. Rooms were clean and comfortable. Location near water was perfect for relaxing walks or boat rides. Highly recommend for budget-conscious travelers.
hotel,4,naive,25,"The staff was very friendly and accommodating throughout my stay at The Riverside Inn. Rooms were clean and modern with all necessary amenities. Location is great; near attractions but quiet enough to relax comfortably. Food options varied, meeting most dietary requirements, though not entirely diverse. Overall experience was satisfactory but could improve in food variety and consistency. Highly recommend if budget allows."
hotel,4,naive,26,Great location! Staff friendly and accommodating. Room nice but could use more amenities. Perfect for short trips.
hotel,4,naive,27,"Amazing experience! The staff were friendly and accommodating, the rooms felt like home, and breakfast was delightful. Location is perfect - close to everything but offers a tranquil view of the river. Highly recommend, just be sure to pack some swimwear as there's access to the beach nearby."
hotel,2,naive,28,"I had an extremely disappointing stay at The Riverside Inn. Upon arrival, we were greeted with outdated furniture that didn't even match what was advertised on their website. Despite being in a prime location overlooking the river, there was no WiFi or streaming capabilities within rooms, which felt like a huge oversight given modern travel expectations. Staff was unhelpful throughout our visit, missing out on multiple check-in details crucial to planning our itinerary. This experience made me regret booking this place entirely."
hotel,2,naive,29,Terrible stay at The Riverside Inn! Staff was rude and unresponsive to any issues. Rooms were dirty and uncomfortable. Food quality was subpar. No way I'll return again.
hotel,1,naive,30,"I had the worst experience at The Riverside Inn. Rooms were dirty, staff was rude, wifi is terrible. Definitely wouldn't recommend this place to anyone!"
hotel,1,naive,31,"I was very disappointed with my stay at The Riverside Inn. From the moment I arrived until packing up to leave, everything fell apart: The room wasn't clean, there were no amenities in check-out, and staff were unfriendly and unresponsive. Value for money was questionable as well considering all the issues we faced. If you're planning on staying here, be prepared for a bad experience!"
hotel,1,naive,32,"Terrible stay at The Riverside Inn! Rooms were filthy, staff rude. Would never recommend this place to anyone. Worst hotel experience ever."
hotel,1,naive,33,"I can't recommend this place highly enough. The staff were rude, the rooms were dirty, and there was absolutely no attempt to make things better when I complained. Worst decision of my life."
hotel,1,naive,34,The staff was unfriendly and rude to me. Rooms were filthy with mold growing everywhere. Food in buffet was old and inedible. I would not stay here again under any circumstances. Worst experience ever at an inn.
hotel,1,naive,35,Terrible service and room cleanliness - absolutely do not recommend! Overpriced food with mediocre taste. Had to cancel due to health issues from subpar bedding. Worst stay ever!
hotel,5,adversarial,36,"loved staying here! super comfy beds, great pool area, and yummy breakfast. staff were friendly & accommodating. perfect spot to relax after a long day. highly recommend!! 🌟"
hotel,5,adversarial,37,woke up to fresh towels and comfy beds at the riverside inn! super friendly staff who made me feel right at home. breakfast was yummy too. perfect spot for family vacations. definitely coming back! 🛩️✨❤️
hotel,5,adversarial,38,woke up to sunshine at my room window couldn't have asked for better stay - great staff and rooms all clean & comfy. highly recommend! 🌟🌟🌟🌟🌟
hotel,5,adversarial,39,woke up early to start my day but was greeted with the most amazing view of the river and lush green hills around - perfect spot to wake up in! staff were super friendly and accommodating when I asked if they could help me change rooms during the night since mine broke down in bed. overall great experience! highly recommend! 🏖️🌺✨
