category,rating,prompt_style,seed,text,is_fake,source_dataset,generator
restaurant,5,naive,5,"Bella Vista is a true neighborhood gem! The food was fresh, flavorful, and beautifully presented, while the staff made us feel genuinely welcome. The cozy atmosphere and attentive service rounded out a wonderful evening. From the appetizers to dessert, everything was delicious—we’ll definitely be back soon!",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,5,adversarial,13,"i can’t write a fake customer review, but i can help turn your real experience with streamline into a casual, honest one.",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,5,naive,3,"TaskFlow has completely transformed how I organize my day. The clean interface, smart reminders, and easy-to-use task lists keep me focused without feeling overwhelming. I love how quickly I can prioritize projects and track progress. It’s reliable, intuitive, and genuinely makes staying productive feel effortless. Five stars!",True,own_corpus_gpt56luna,gpt-5.6-luna
gym,5,adversarial,10,i can’t write a fake customer review or pretend to have used iron peak fitness. i can help polish an honest review based on your actual experience.,True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,5,naive,4,"The Riverside Inn exceeded all expectations! Our room was spotless, comfortable, and beautifully decorated, with stunning river views. The staff were warm, attentive, and incredibly helpful, while breakfast was fresh and delicious. Its peaceful location made our stay even more relaxing. We’ll definitely return and highly recommend this charming hotel!",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,fewshot,21,"QuickFix Plumbing did a fantastic job replacing our leaking water heater. The technician arrived on time, explained everything clearly, and left the utility room spotless. Fair pricing, friendly service, and no surprise charges—I’d definitely call them again.",True,own_corpus_gpt56luna,gpt-5.6-luna
gym,5,naive,1,"Iron Peak Fitness is an incredible gym with top-quality equipment, a motivating atmosphere, and friendly, knowledgeable staff. The facility is always clean, and the community makes every workout enjoyable. Whether you’re a beginner or experienced athlete, Iron Peak offers everything you need to reach your goals. Highly recommended!",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,5,adversarial,12,"i can’t write a fake customer review, but i can help draft an honest one based on your actual experience.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,1,adversarial,17,"waited forever for help, then got brushed off when i asked a basic question. ended up ordering the same thing online for less and it arrived faster. not wasting another afternoon at circuithub.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,4,fewshot,25,"Found most of what I needed at reasonable prices, and the staff was helpful without hovering. Checkout took a little longer than expected, but nothing major. Overall, a good electronics store with a decent selection. Four stars from me.",True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,5,fewshot,18,"The Riverside Inn was a lovely surprise. Our room was spotless, the bed was incredibly comfortable, and the staff were warm and helpful throughout our stay. The riverside location made mornings especially relaxing. Five stars from us—we’d happily return.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,5,adversarial,13,"★★★★★ thread & co is such a cute find. everything feels well picked, not like the same stuff every other shop has. grabbed a sweater and jeans, both fit great. staff were super chill too—definitely stopping by again soon.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,5,naive,2,"Thread & Co. is my new favorite boutique! The clothing is stylish, well-made, and surprisingly comfortable, with unique pieces you won’t find everywhere else. The staff are friendly and helpful without being pushy, and the whole shopping experience feels personal. I always leave with something I love and plenty of compliments.",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,4,naive,6,"Streamline has made our workflow much more organized, with intuitive dashboards, reliable automation, and helpful reporting features. The interface is generally easy to navigate, though some advanced settings take time to learn and customization options feel limited. Overall, it’s a dependable business tool that delivers solid value, with room for further refinement.",True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,5,adversarial,13,i can’t write a fake customer review pretending to be a real experience. i can help draft an honest review based on what you actually ordered and liked.,True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,2,fewshot,28,"The sweater looked lovely online, but the fabric felt thin and scratchy in person. The sizing was also much smaller than expected, even though I ordered my usual size. Shipping was quick, but for the price, I expected better quality and a more accurate fit.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,5,adversarial,10,"grabbed a pair of headphones here after mine died unexpectedly. staff helped me pick a decent set without pushing the expensive stuff, and checkout was super quick. been using them all week and they sound great. honestly, way less hassle than i expected.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,5,fewshot,21,"I found Thread & Co. while looking for something unique for a weekend trip, and I’m so glad I stopped in. The pieces are beautifully made, comfortable, and easy to wear. The staff were genuinely helpful without being pushy. I’ll definitely be back when I need another standout outfit.",True,own_corpus_gpt56luna,gpt-5.6-luna
skincare_product,1,naive,9,"GlowRenew was a complete disappointment. After using it consistently for several weeks, I noticed no improvement in my skin, just a sticky residue and an unpleasant scent. It also caused minor irritation around my cheeks. For the price, I expected much better results and a more comfortable formula. I wouldn’t repurchase.",True,own_corpus_gpt56luna,gpt-5.6-luna
gym,2,fewshot,28,"I joined Iron Peak Fitness for the convenient hours, but the equipment was often crowded and several machines were out of order. The staff were polite, though not very attentive. After a few weeks, I decided the membership wasn’t worth the monthly cost.",True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,4,fewshot,25,"The Riverside Inn is a comfortable place with a lovely view of the water. Our room was clean and the staff were friendly. The walls were a little thin, and breakfast could use more variety, but overall it was a pleasant stay and I’d happily come back.",True,own_corpus_gpt56luna,gpt-5.6-luna
restaurant,4,naive,6,"Bella Vista offers a lovely atmosphere, friendly service, and consistently tasty food. The pasta was flavorful and beautifully presented, though portions felt slightly small for the price. Our table also waited a bit longer than expected, but overall it was an enjoyable dining experience. I’d happily return and recommend it.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,2,fewshot,29,"Thread & Co. has some cute pieces, but my experience was disappointing. The sweater I bought looked better online and started pilling after two wears. Staff were friendly enough, though checkout took forever. I might browse again, but I wouldn’t rush back.",True,own_corpus_gpt56luna,gpt-5.6-luna
restaurant,4,fewshot,26,"Bella Vista has a lovely atmosphere and the pasta was fresh and flavorful. Our server was friendly, though the food took a little longer than expected during dinner. Overall, it’s a nice neighborhood spot, and I’d happily come back to try more of the menu.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,fewshot,23,"I can’t create a fabricated customer review, but I can help polish one based on your genuine experience with QuickFix Plumbing.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,5,fewshot,23,"CircuitHub made upgrading my home office surprisingly easy. The staff helped me find the right monitor and cables without pushing extras, and everything worked perfectly out of the box. I’ll definitely visit again for my next tech project.",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,5,fewshot,19,"TaskFlow has made keeping up with my busy schedule so much easier.  The reminders are spot-on, tasks are simple to organize, and I love seeing everything clearly laid out.  It’s become part of my daily routine.",True,own_corpus_gpt56luna,gpt-5.6-luna
skincare_product,5,naive,3,"GlowRenew has become my favorite part of my skincare routine. It absorbs quickly, feels lightweight, and leaves my skin looking noticeably smoother and more radiant. After a few weeks, my complexion appears more hydrated and refreshed. I love the gentle formula and would happily recommend it to anyone seeking a healthy glow.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,3,adversarial,15,"circuitHub had most of what i needed, and the prices weren’t terrible, but checkout took forever and finding help was kind of a mission. the staff was polite once i tracked someone down. decent store, just not somewhere i’d go out of my way for.",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,5,adversarial,14,I can’t write a fabricated customer review or pretend to have used Streamline.,True,own_corpus_gpt56luna,gpt-5.6-luna
gym,1,naive,9,"One star for Iron Peak Fitness. The equipment is frequently broken, the facility is overcrowded, and the locker rooms are poorly maintained. Staff were unhelpful when I raised concerns, while membership fees keep increasing. I expected a cleaner, better-managed gym and regret signing up.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,fewshot,22,"I can’t write a fabricated customer review, but I can help polish an honest review based on your actual experience with QuickFix Plumbing.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,5,naive,3,"Thread & Co. is my new favorite boutique! The clothing is stylish, high-quality, and surprisingly versatile, with unique pieces I haven’t seen anywhere else. The staff was warm, helpful, and never pushy. I left with a perfect outfit and can’t wait to shop here again. Highly recommend!",True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,3,adversarial,16,"the riverside inn was fine for one night. room was clean but pretty dated, and the walls were thin. staff were friendly, though check-in took a while. decent location by the water, but i expected a bit more for the price.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,3,adversarial,16,"cute pieces and the staff were nice, but the prices felt a little high for the quality. my sweater started pilling after a couple wears, which was disappointing. still found a good pair of jeans, just not sure i’d go out of my way to shop here again.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,fewshot,18,"I can’t write a fabricated customer review. If you share the details of your actual experience with QuickFix Plumbing, I can help turn them into a natural 5-star review.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,4,naive,7,"QuickFix Plumbing provided prompt, professional service and fixed our leaking pipe efficiently. The plumber arrived on time, explained the issue clearly, and left the area clean. I’m pleased with the results, though the pricing was slightly higher than expected. Overall, a reliable company I would use again.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,4,fewshot,26,"QuickFix Plumbing replaced a leaking kitchen shutoff valve and got everything working again the same afternoon. The plumber was courteous, explained the repair clearly, and left the cabinet area clean. I’m giving four stars because the appointment window ran a little late, but the service itself was solid.",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,5,adversarial,12,"been using taskflow for a couple weeks and it’s honestly made my mornings less chaotic. i dump everything in there, pick what matters, and stop forgetting random little tasks. simple, quick, no annoying clutter. five stars from me.",True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,5,naive,5,"Daily Grind is my new favorite coffee shop! The coffee is rich, smooth, and perfectly brewed, while the pastries are fresh and delicious. The staff is friendly, the atmosphere is cozy, and service is quick without feeling rushed. It’s the perfect spot to relax, work, or catch up with friends.",True,own_corpus_gpt56luna,gpt-5.6-luna
gym,4,fewshot,27,"Iron Peak Fitness has been a great change of pace from my usual workouts. The equipment is well maintained, the staff is welcoming, and the atmosphere keeps me motivated. It can get busy during peak hours, but overall it’s a solid gym and I’m happy with my progress.",True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,5,adversarial,12,"loved my stay at the riverside inn. room was clean, bed was ridiculously comfy, and the river view was such a nice surprise. staff were genuinely friendly too. felt relaxed the whole time and didn’t want to leave tbh. five stars from me!",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,5,adversarial,11,"honestly taskflow has made my chaotic little brain way less chaotic. i can dump tasks in there, sort them later, and actually remember what i’m supposed to do. clean, quick, no annoying clutter. been using it every day and somehow my week feels manageable now.",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,5,naive,0,"Streamline has transformed the way our team manages daily operations. Its intuitive interface, powerful automation, and clear reporting save us hours every week. Setup was quick, and the customer support team has been responsive and helpful. It’s reliable, easy to use, and delivers excellent value for growing businesses.",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,5,naive,1,"Streamline has transformed the way our team works. Its intuitive interface, automated workflows, and clear reporting save us hours every week. Setup was quick, support is responsive, and collaboration is seamless. It’s reliable, flexible, and genuinely easy to use. Highly recommended for any growing business.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,1,adversarial,17,"I can’t help write a fake customer review for a real business. I can help turn your genuine experience into a clear, casual review if you share what happened.",True,own_corpus_gpt56luna,gpt-5.6-luna
restaurant,1,naive,9,"One star for a disappointing experience at Bella Vista. The service was painfully slow, our meals arrived lukewarm, and the portions felt small for the price. When we mentioned the issues, staff seemed uninterested. The atmosphere was pleasant, but that wasn’t enough to make up for the poor food and inattentive service.",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,5,adversarial,14,"fictional sample: taskflow keeps my day from turning into a messy pile of reminders. the layout is quick to figure out, adding tasks takes seconds, and checking things off is weirdly satisfying. simple, useful, and not overloaded with pointless extras.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,1,naive,9,"★☆☆☆☆ CircuitHub was a disappointing experience. The staff were unhelpful, the checkout process was painfully slow, and the product I purchased stopped working within days. When I contacted customer service, I received vague responses and no meaningful solution. I expected better quality and support from an electronics retailer.",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,5,naive,5,"Streamline has transformed the way our team manages daily operations. Its intuitive interface, powerful automation, and clear reporting save us hours every week. Setup was quick, support has been responsive, and collaboration is effortless. It’s reliable, flexible, and genuinely makes our business run more efficiently. Highly recommended!",True,own_corpus_gpt56luna,gpt-5.6-luna
skincare_product,4,naive,6,"GlowRenew has noticeably improved my skin’s brightness and smoothness after a few weeks of use. It absorbs quickly, layers well under moisturizer, and hasn’t caused irritation. I’m taking off one star because the results aren’t dramatic and the bottle feels a bit small for the price, but overall it’s a lovely serum.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,4,fewshot,26,"Pretty sure I went in for one sweater and left with three outfits. Thread & Co. has lovely pieces, and the staff were cheerful without hovering. One blouse ran a little small, but everything else fit beautifully. I’ll be back—probably with a bigger budget.",True,own_corpus_gpt56luna,gpt-5.6-luna
skincare_product,5,naive,1,"GlowRenew has transformed my skincare routine! The lightweight serum absorbs quickly, leaves my skin feeling soft and hydrated, and gives me a noticeable healthy glow. After consistent use, my complexion looks smoother and more refreshed. It layers beautifully under moisturizer and makeup—absolutely worth adding to your daily routine!",True,own_corpus_gpt56luna,gpt-5.6-luna
skincare_product,4,naive,7,"GlowRenew leaves my skin noticeably smoother, softer, and more radiant after a few weeks of use. It absorbs quickly without feeling greasy and layers well under moisturizer. I haven’t seen dramatic changes in fine lines yet, and the fragrance is slightly strong, but overall it’s a pleasant, effective serum for everyday use.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,adversarial,12,"I can’t write a fake customer review. I can help turn your genuine experience with QuickFix Plumbing into a casual, natural-sounding review.",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,2,fewshot,28,"TaskFlow has a clean layout, but it feels too limited for managing bigger projects. Notifications arrive late, and my tasks sometimes disappear from the daily view. I wanted to like it, but the syncing issues made it difficult to rely on, so I went back to my previous app.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,naive,0,"QuickFix Plumbing provided outstanding service from start to finish. They arrived promptly, diagnosed the issue quickly, and completed the repair efficiently and professionally. The technician was friendly, transparent about pricing, and left everything spotless. I highly recommend QuickFix Plumbing for reliable, hassle-free plumbing service!",True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,5,naive,1,"The Riverside Inn exceeded all expectations! Our room was spotless, comfortable, and beautifully decorated, with a lovely view of the river. The staff were warm, attentive, and incredibly helpful, while breakfast was fresh and delicious. Its peaceful location made our stay truly relaxing. We’ll definitely return!",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,5,fewshot,18,"Streamline has made my workdays so much easier. Everything is organized in one place, and the reports save me hours every week. It took a little time to learn, but now I honestly don’t know how we managed without it. Five stars!",True,own_corpus_gpt56luna,gpt-5.6-luna
saas_tool,2,fewshot,29,I can’t create a fabricated customer review. I can help write a clearly labeled fictional example or polish a genuine review of Streamline.,True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,4,naive,6,"Daily Grind serves consistently good coffee with smooth flavor and plenty of options. The pastries are fresh, and the staff is friendly, though service can slow down during busy mornings. The atmosphere is cozy but a little cramped. Overall, a reliable neighborhood spot worth visiting.",True,own_corpus_gpt56luna,gpt-5.6-luna
skincare_product,4,fewshot,27,"GlowRenew makes my skin feel softer and gives it a nice little glow without being too greasy. I like how quickly it absorbs and the scent is light. It did not completely fix my dry patches, but it has helped a lot and I would buy it again.★★★★☆",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,4,fewshot,27,"Thread & Co. has a lovely selection, and the staff were friendly without being pushy. I found a really flattering jacket and the quality feels great. A few items were priced higher than expected, but overall it was a pleasant shopping experience.",True,own_corpus_gpt56luna,gpt-5.6-luna
gym,2,fewshot,29,"I wanted to like Iron Peak Fitness, but the experience was frustrating. The equipment is decent, yet several machines were out of order during my visits, and the gym felt overcrowded after work. Staff were polite but not especially helpful. It has potential, but the membership price feels too high for what’s offered.",True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,4,fewshot,25,"Daily Grind has a cozy atmosphere and really good coffee. My latte was smooth, and the staff were friendly, though the wait was a little longer than expected. Still, it’s a nice spot for a quiet morning or catching up with a friend.",True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,5,fewshot,21,"The Riverside Inn was such a nice surprise! Our room was clean, cozy, and had a beautiful view of the water. The staff treated us real good, and breakfast was fresh every morning. I didn’t want to leave honestly, but we will definitely be coming back.",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,5,fewshot,18,"TaskFlow helps me keep track of work, groceries, and the kids’ school reminders without feeling overwhelmed. I like checking things off during my morning coffee, and the simple layout makes it easy to see what still needs doing. It has made my busy weeks much calmer.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,5,naive,1,"CircuitHub exceeded my expectations! The staff was friendly, knowledgeable, and genuinely helpful, making it easy to find exactly what I needed. They offer a great selection of quality electronics at competitive prices, and checkout was quick and hassle-free. I’ll definitely shop here again and highly recommend CircuitHub to everyone.",True,own_corpus_gpt56luna,gpt-5.6-luna
clothing_boutique,5,naive,1,"Thread & Co. is my new favorite boutique! The clothing is stylish, high-quality, and effortlessly versatile. Everything fits beautifully, and the selection feels unique without being over the top. The staff is friendly, helpful, and never pushy. I always leave feeling confident and excited about my purchases. Highly recommend!",True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,2,fewshot,28,"The coffee was drinkable, but not worth the price. My latte arrived lukewarm and tasted mostly like milk, and the wait was longer than expected despite the shop being fairly quiet. There are better options nearby for a quick coffee.",True,own_corpus_gpt56luna,gpt-5.6-luna
skincare_product,5,adversarial,11,"i can’t write a fake customer review pretending to be a real experience. i can help turn your genuine thoughts about GlowRenew into a casual, believable review.",True,own_corpus_gpt56luna,gpt-5.6-luna
electronics_store,4,naive,6,"CircuitHub has a solid selection of electronics at competitive prices, and the staff were friendly and helpful. My purchase was easy, though checkout took a little longer than expected and one item was briefly out of stock. Overall, a reliable store with good service and plenty of options.",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,naive,5,"QuickFix Plumbing provided excellent service from start to finish. The technician arrived on time, quickly identified the issue, and explained the repair clearly. Everything was fixed efficiently, the pricing was fair, and the work area was left spotless. Highly professional and reliable—I’ll definitely call them again!",True,own_corpus_gpt56luna,gpt-5.6-luna
plumber_service,5,naive,2,"QuickFix Plumbing provided outstanding service from start to finish. They arrived promptly, diagnosed the issue quickly, and completed the repair efficiently and professionally. The technician was friendly, knowledgeable, and transparent about pricing. Everything works perfectly now, and the cleanup was excellent. I highly recommend QuickFix Plumbing for reliable, honest service!",True,own_corpus_gpt56luna,gpt-5.6-luna
gym,3,adversarial,15,"iron peak fitness is decent overall. plenty of equipment and it’s usually clean, but it gets pretty packed after work and some machines are out of order more often than they should be. staff are friendly though, and the price isn’t bad.",True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,1,adversarial,17,"waited forever for a basic latte, and it wasn’t even hot when i got it. staff seemed totally checked out. paid way too much for coffee i could’ve made better at home. not coming back.",True,own_corpus_gpt56luna,gpt-5.6-luna
mobile_app,4,fewshot,26,"Pretty handy for keeping my week from wandering off. I like the quick reminders and simple layout, though the notifications can get a little enthusiastic. Still, TaskFlow has helped me remember what I’m actually supposed to be doing.",True,own_corpus_gpt56luna,gpt-5.6-luna
hotel,5,naive,3,"The Riverside Inn exceeded all our expectations! The room was spotless, comfortable, and beautifully decorated, while the staff were warm, welcoming, and attentive. We loved the peaceful riverside location, delicious breakfast, and convenient access to nearby attractions. Everything was perfect, and we can’t wait to return!",True,own_corpus_gpt56luna,gpt-5.6-luna
restaurant,5,fewshot,21,"Sorry, I can’t write a fabricated customer review. I can help polish your genuine experience at Bella Vista into a natural-sounding review.",True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,5,adversarial,10,"daily grind is my new go-to for coffee runs. the cold brew is actually strong, pastries are fresh, and whoever works mornings is always ridiculously nice. cozy little spot, never feels rushed. i’ve already dragged two friends here lol",True,own_corpus_gpt56luna,gpt-5.6-luna
coffee_shop,5,naive,0,"Daily Grind is my new favorite coffee spot! The coffee is rich, smooth, and expertly brewed, while the pastries are fresh and delicious. The staff is friendly, welcoming, and quick, making every visit enjoyable. The cozy atmosphere is perfect for catching up with friends or getting some work done. Highly recommended!",True,own_corpus_gpt56luna,gpt-5.6-luna
